mode_rank,eigen_index,omega_sq,omega,Omega_FEM,Omega_exact,matched_m,matched_n,MAC,relative_residual,residual_ok
62.0,62.0,1.3861456826111612e9,37230.97745978691,1230.3134094251707,986.9604401089358,6.0,8.0,0.4914772161976179,1.4006037116182331e-5,0.0
63.0,63.0,1.3862754736014464e9,37232.720470057604,1230.3710079373536,986.9604401089358,8.0,6.0,0.4901494858077868,1.5282938816918222e-5,0.0
64.0,64.0,1.4135641010763235e9,37597.39487087268,1242.4218278730236,838.9163740925954,9.0,2.0,0.4970785159305126,1.1772316984004202e-5,0.0
65.0,65.0,1.4135655744789743e9,37597.414465345544,1242.4224753806734,838.9163740925954,2.0,9.0,0.4970783951049897,1.4394423872748746e-5,0.0
66.0,66.0,1.510169314800399e9,38860.896989138055,1284.1747901909753,888.2643960980422,9.0,3.0,0.4937252118425066,1.6966036478330444e-5,0.0
67.0,67.0,1.510212641004078e9,38861.45443757963,1284.1932113106861,888.2643960980422,3.0,9.0,0.4932816032181254,2.0770313473165153e-5,0.0
68.0,68.0,1.6590627378979692e9,40731.593854132065,1345.992759930224,957.3516269056677,4.0,9.0,0.4903191080068002,1.8558321580998275e-5,0.0
69.0,69.0,1.6590629545937974e9,40731.596514178,1345.992847832568,957.3516269056677,9.0,4.0,0.4903195429776743,1.0489100338050577e-5,0.0
70.0,70.0,1.7785816580987623e9,42173.233906101654,1393.6323656703184,1115.2652973230975,7.0,8.0,0.48865065761635906,1.0296153540740424e-5,0.0
71.0,71.0,1.7785820937714274e9,42173.23907137591,1393.6325363589924,1115.2652973230975,7.0,8.0,0.4886505750326138,2.4935330612071775e-5,0.0
72.0,72.0,1.8762084970035594e9,43315.222462819685,1431.3698609122264,1046.178066515472,9.0,5.0,0.48773101275572983,9.330935087375373e-6,0.0
73.0,73.0,1.8762739437755477e9,43315.977927036896,1431.3948255470598,1046.178066515472,5.0,9.0,0.4865925316808438,2.5541098123529106e-5,0.0
74.0,74.0,2.1891262948228226e9,46788.099927468975,1546.1325667440426,1154.743714927455,9.0,6.0,0.485436394163502,8.269457181803847e-6,0.0
75.0,75.0,2.1891304851455336e9,46788.144707238964,1546.1340465104965,1154.743714927455,6.0,9.0,0.48543731573459725,3.3380119740282606e-5,0.0
76.0,76.0,2.3753260523077936e9,48737.31683533464,1610.545264536241,1263.3093633394378,8.0,8.0,0.9747797313219984,8.328171391655892e-6,0.0
77.0,77.0,2.567817664984099e9,50673.638758077155,1674.5318420868073,996.8300445100251,1.0,10.0,0.49900640254463813,1.1946405863985978e-5,0.0
78.0,78.0,2.5678198143168626e9,50673.65996567509,1674.5325429008578,996.8300445100251,10.0,1.0,0.4990065058209661,5.648809276176223e-6,0.0
79.0,79.0,2.6362518903148317e9,51344.443616761804,1696.6988725828153,1026.4388577132931,10.0,2.0,0.500277186936059,6.525155740598364e-6,0.0
80.0,80.0,2.636302261607183e9,51344.934137723685,1696.71508205563,1026.4388577132931,2.0,10.0,0.5004805146308712,1.8874345729823726e-5,0.0
81.0,81.0,2.639528405374686e9,51376.3409107216,1697.7529321633217,1283.0485721416164,9.0,7.0,0.4821227135444826,8.568442303403074e-6,0.0
82.0,82.0,2.639754032673396e9,51378.53669260537,1697.8254927051096,1283.0485721416164,7.0,9.0,0.48471070057210447,2.3832241981884473e-5,0.0
83.0,83.0,2.756303993225152e9,52500.51421867363,1734.9017149688525,1075.78687971874,10.0,3.0,0.49251104502357046,9.297154155815194e-6,0.0
84.0,84.0,2.7563060035682306e9,52500.53336460717,1734.9023476543305,1075.78687971874,3.0,10.0,0.4925110051375631,5.039332107389399e-6,0.0
85.0,85.0,2.937975410774628e9,54203.09410702149,1791.1641880536506,1144.8741105263655,4.0,10.0,0.4879246359443146,5.907469960566358e-6,0.0
86.0,86.0,2.9382492165025806e9,54205.61978709017,1791.247650220599,1144.8741105263655,10.0,4.0,0.4887257257449134,8.197405724330022e-6,0.0
87.0,87.0,3.1977179659557767e9,56548.36837571688,1868.6647689790984,1233.7005501361698,5.0,10.0,0.48403245138224416,5.068512788851394e-6,0.0
88.0,88.0,3.1977188492789097e9,56548.37618604897,1868.6650270748285,1233.7005501361698,10.0,5.0,0.4840321941288936,6.975015244420502e-6,0.0
89.0,89.0,3.3009326129147434e9,57453.74324545568,1898.5832647800569,1431.0926381579568,9.0,8.0,0.4821524317000725,6.798085962394915e-6,0.0
90.0,90.0,3.30093581324493e9,57453.77109681252,1898.5841851399327,1431.0926381579568,8.0,9.0,0.4821524109983896,5.54261156875265e-6,0.0
91.0,91.0,3.5610779676595874e9,59674.76826649256,1971.9779767239463,1342.2661985481527,6.0,10.0,0.47989347124328813,5.2585443556432e-6,0.0
92.0,92.0,3.5621378760528874e9,59683.64831386305,1972.2714216480836,1342.2661985481527,10.0,6.0,0.4817413414099318,3.939983328598829e-6,0.0
93.0,93.0,4.06956725330263e9,63793.15992567408,2108.0719723497277,1470.5710557623142,10.0,7.0,0.4777598266119212,5.6699300039916784e-6,0.0
94.0,94.0,4.0695704494139557e9,63793.18497624927,2108.0728001565885,1470.5710557623142,7.0,10.0,0.4777597764263043,4.3761238677614544e-6,0.0
95.0,95.0,4.2906444705838223e9,65503.01115661647,2164.574730028403,1598.875912976476,9.0,9.0,0.9560507906896307,4.7676070119678554e-6,0.0
96.0,96.0,4.786545652235964e9,69184.86577450276,2286.243174345562,1618.6151217786546,8.0,10.0,0.473424030994427,4.828053301958766e-6,0.0
97.0,97.0,4.790753705746419e9,69215.27075542232,2287.247919809982,1618.6151217786546,10.0,8.0,0.4781393149244921,7.95217967952695e-6,0.0
98.0,98.0,4.832961518927985e9,69519.50459351667,2297.3014557670394,1204.0917369329018,11.0,1.0,0.4986872705823524,3.1957574068733353e-6,0.0
99.0,99.0,4.833058174554861e9,69520.19975916971,2297.3244278102966,1204.0917369329018,1.0,11.0,0.4987974777848125,5.669808309233803e-6,0.0
100.0,100.0,4.913967208814596e9,70099.6947840331,2316.474086197715,1233.7005501361698,2.0,11.0,0.49465213983585926,3.321220208776395e-6,0.0
101.0,101.0,4.913967381526136e9,70099.69601593245,2316.4741269063506,1233.7005501361698,11.0,2.0,0.4946520815751127,4.462629201620296e-6,0.0
102.0,102.0,5.054189656020896e9,71092.82422313026,2349.292468888201,1283.0485721416164,11.0,3.0,0.48840049145645903,3.3621094233567706e-6,0.0
103.0,103.0,5.055163035536684e9,71099.66972874546,2349.5186815188463,1283.0485721416164,3.0,11.0,0.48928723040326316,4.344163189346769e-6,0.0
104.0,104.0,5.084261727399073e9,71304.00919583044,2356.2711657022387,3651.7536284030625,9.0,17.0,0.0051543892985037075,9.701378475202373e-6,0.0
105.0,105.0,5.264837159461708e9,72559.19762140226,2397.749398526081,1352.1358029492421,11.0,4.0,0.48202032801141026,6.3854134598330015e-6,0.0
106.0,106.0,5.264838350842772e9,72559.20583111954,2397.7496698196637,1352.1358029492421,4.0,11.0,0.48202120940827725,3.886060732501246e-6,0.0
107.0,107.0,5.557672323661843e9,74549.797609798,2463.5296177311798,1440.9622425590462,5.0,11.0,0.47365879838735164,4.294745665391039e-6,0.0
108.0,108.0,5.56110732938138e9,74572.83238137988,2464.2908115083465,1440.9622425590462,11.0,5.0,0.47613803870406396,9.255812207833914e-6,0.0
109.0,109.0,5.824134195653756e9,76316.01532872216,2521.895029864229,1786.3983965971738,10.0,9.0,0.471640261219197,3.714775766746159e-6,0.0
110.0,110.0,5.824134525238803e9,76316.01748806605,2521.8951012206617,1786.3983965971738,9.0,10.0,0.4716390006599258,1.0335334347292869e-5,0.0
111.0,111.0,5.962038483961146e9,77214.23757287995,2551.577164125273,1549.5278909710291,6.0,11.0,0.4683628737684238,3.3517788871113133e-6,0.0
112.0,112.0,5.962038753562035e9,77214.2393186777,2551.5772218158986,1549.5278909710291,11.0,6.0,0.4683607845444278,7.2810621864774906e-6,0.0
113.0,113.0,6.502058862351431e9,80635.34499431022,2664.6291069655003,1677.832748185191,7.0,11.0,0.4604566718672028,3.50284587061994e-6,0.0
114.0,114.0,6.512008564275287e9,80697.01707173126,2666.6670868686647,1677.832748185191,11.0,7.0,0.46565345135934866,3.585023113830176e-6,0.0
115.0,115.0,7.249628456087161e9,85144.75002069805,2813.6443048202054,1825.8768142015313,8.0,11.0,0.45897817914655387,3.6929735810960127e-6,0.0
116.0,116.0,7.249631765078009e9,85144.76945225707,2813.644946944298,1825.8768142015313,8.0,11.0,0.4589778914225739,2.760571581192829e-6,0.0
117.0,117.0,7.362645395297058e9,85805.85874692391,2835.490922514898,1973.9208802178716,10.0,10.0,0.9316626512671917,3.303871570566691e-6,0.0
118.0,118.0,8.258552474272236e9,90876.57824914093,3003.0549948186563,1993.6600890200502,11.0,9.0,0.44837926208289985,2.638025939184848e-6,0.0
119.0,119.0,8.288441797573254e9,91040.87981546122,3008.4844096238876,1993.6600890200502,9.0,11.0,0.4612472137344329,4.958878051963841e-6,0.0
120.0,120.0,9.16414028528173e9,95729.51626996623,3163.4223858864702,1431.0926381579568,1.0,12.0,0.4972292288520324,2.4670049750216224e-6,0.0
121.0,121.0,9.164142994521612e9,95729.53042045914,3163.4228534954977,1431.0926381579568,12.0,1.0,0.49722930261171894,3.9052942183820115e-6,0.0
122.0,122.0,9.247524821357365e9,96164.05160639482,3177.781790010485,1460.701451361225,12.0,2.0,0.4887675614883287,1.9712419502996402e-6,0.0
123.0,123.0,9.251596228573116e9,96185.21834758767,3178.4812539327395,1460.701451361225,2.0,12.0,0.4920306009993128,2.759988202814995e-6,0.0
124.0,124.0,9.396383573601732e9,96934.94505905356,3203.2562904602387,1510.0494733666717,3.0,12.0,0.47936249185107704,4.713014583782265e-6,0.0
125.0,125.0,9.396384555624752e9,96934.95012442494,3203.2564578475804,1510.0494733666717,12.0,3.0,0.479361720297577,2.3380285082591412e-6,0.0
126.0,126.0,9.603709745008516e9,97998.51909599714,3238.4025447046106,1579.1367041742974,12.0,4.0,0.46135222269162773,2.3038601679403994e-6,0.0
127.0,127.0,9.62072436672497e9,98085.2912863339,3241.269968463544,1579.1367041742974,4.0,12.0,0.47240922387882484,6.0267413115362395e-6,0.0
128.0,128.0,9.715839275239843e9,98568.95695521914,3257.2529052196587,2181.1825726407483,11.0,10.0,0.4442215109809239,4.6676175334013835e-6,0.0
129.0,129.0,9.715839748359007e9,98568.9593551591,3257.2529845266904,2181.1825726407483,10.0,11.0,0.4442214359935869,2.502901334079955e-6,0.0
130.0,130.0,9.910061415300098e9,99549.29138522332,3289.648471418748,1667.9631437841015,5.0,12.0,0.4494800208935251,2.212727373014658e-6,0.0
131.0,131.0,9.910062860642828e9,99549.29864465559,3289.64871130976,1667.9631437841015,12.0,5.0,0.4494771096179884,1.7026731952962789e-6,0.0
132.0,132.0,1.0278712828421644e10,101383.98704145366,3350.2767659756755,1776.5287921960844,12.0,6.0,0.4276447585125355,1.7729914798405497e-6,0.0
133.0,133.0,1.0320433255748621e10,101589.53319977714,3357.069125781817,1776.5287921960844,6.0,12.0,0.44894721017385764,2.054912291169854e-6,0.0
134.0,134.0,1.0810863165646181e10,103975.30074804391,3435.9078242708474,1904.8336494102462,7.0,12.0,0.42538899774279104,2.5360263230921396e-6,0.0
135.0,135.0,1.0810864063881733e10,103975.30506750982,3435.9079670094266,1904.8336494102462,12.0,7.0,0.4253867343318497,2.156101029026932e-6,0.0
136.0,136.0,1.1330535233757633e10,106444.98688880389,3517.519648170189,3602.405606397616,13.0,14.0,0.003341772836403387,2.4807506167081636e-6,0.0
137.0,137.0,1.1330536844319313e10,106444.99445403392,3517.519898166418,3602.405606397616,13.0,14.0,0.003332100521272934,6.845779400688908e-6,0.0
138.0,138.0,1.1428990559510592e10,106906.45705246522,3532.7691250611842,2052.8777154265863,8.0,12.0,0.3969767916096036,2.1997255090922457e-6,0.0
139.0,139.0,1.1516008074674833e10,107312.66502456657,3546.192439440493,2052.8777154265863,12.0,8.0,0.4309516018941932,4.291846506786519e-6,0.0
140.0,140.0,1.1810732692174938e10,108677.19490387548,3591.283906885535,2388.4442650636247,11.0,11.0,0.8674643217539779,2.448641665619185e-6,0.0
141.0,141.0,1.23330943888039e10,111054.46586609608,3669.8418320922033,2220.6609902451055,9.0,12.0,0.4060420502512847,2.1757648650361623e-6,0.0
142.0,142.0,1.2333097157560642e10,111054.47833185586,3669.8422440285117,2220.6609902451055,12.0,9.0,0.4060411272040536,2.4345963643758547e-6,0.0
143.0,143.0,1.3351572445363546e10,115549.00451913702,3818.365764346966,2408.1834738658035,12.0,10.0,0.35304270899030793,3.2509169591125113e-6,0.0
144.0,144.0,1.3553751618455091e10,116420.58073405703,3847.1673692930176,2408.1834738658035,10.0,12.0,0.4274739812705864,7.235201968587727e-6,0.0
145.0,145.0,1.417125845335688e10,119043.09494194479,3933.8294613602293,2408.1834738658035,12.0,10.0,0.04800064082230884,2.092366614848137e-6,0.0
146.0,146.0,1.4939397080345692e10,122226.82635307885,4039.0372134628187,2615.44516628868,12.0,11.0,0.37198297029997307,4.757948373530323e-6,0.0
147.0,147.0,1.4939398352605862e10,122226.83155758338,4039.037385447874,2615.44516628868,11.0,12.0,0.3719836636506143,1.8233966677964245e-6,0.0
148.0,148.0,1.5898535679215765e10,126089.39558589281,4166.677448723816,3335.926287568203,13.0,13.0,0.14965767779245215,1.7426548342949226e-6,0.0
149.0,149.0,1.656728772497855e10,128713.97641662133,4253.407833217569,2654.923583893037,10.0,13.0,0.05950603779680411,5.134153330664355e-6,0.0
150.0,150.0,1.656728864431636e10,128713.97998786441,4253.407951230808,2654.923583893037,10.0,13.0,0.059506076396102225,1.5286416767168313e-6,0.0
151.0,151.0,1.710637003988294e10,130791.32249458655,4322.054613670698,2842.446067513735,12.0,12.0,0.7321656732435264,1.7040465872482368e-6,0.0
152.0,152.0,1.7495756167535843e10,132271.5244016483,4370.968512234918,1756.7895833939058,13.0,3.0,0.11585768574832972,1.3556203910734633e-6,0.0
153.0,153.0,1.7688176502372257e10,132996.90410822447,4394.938991680146,1677.832748185191,13.0,1.0,0.494629040311562,9.118598757768863e-7,1.0
154.0,154.0,1.770333293704939e10,133053.87231136637,4396.821530066683,3572.7967931943476,1.0,19.0,0.4301961720072025,1.4957600673316462e-6,0.0
155.0,155.0,1.7787278670250813e10,133368.95692120717,4407.233634369057,1707.441561388459,2.0,13.0,0.47550389109256797,2.378170147245212e-6,0.0
156.0,156.0,1.778727893509689e10,133368.95791411467,4407.233667180106,1707.441561388459,13.0,2.0,0.47550403668084773,8.543536760829666e-7,1.0
157.0,157.0,1.794585390734404e10,133962.1360957791,4426.835491275872,1756.7895833939058,13.0,3.0,0.4613412420410819,1.0358626766049984e-6,0.0
158.0,158.0,1.8021079427952076e10,134242.61405363082,4436.104004114834,3651.7536284030625,3.0,19.0,0.31584253704475573,2.5022205176985364e-6,0.0
159.0,159.0,1.8183916027444866e10,134847.751288054,4456.101020171086,1825.8768142015313,4.0,13.0,0.4259740084037955,1.1273995019869037e-6,0.0
160.0,160.0,1.8183917640768555e10,134847.7572700731,4456.101217849439,1825.8768142015313,13.0,4.0,0.4259732344695733,8.308738654821846e-7,1.0
161.0,161.0,1.8479212943135754e10,135938.26886912953,4492.137635236062,1914.7032538113353,5.0,13.0,0.41347639537280084,1.0347261396330179e-6,0.0
162.0,162.0,1.8603759294211346e10,136395.59851480304,4507.2502869575355,1914.7032538113353,13.0,5.0,0.26534065947838936,1.1981565911605386e-6,0.0
163.0,163.0,1.8851787629443733e10,137301.812185578,4537.1965012937835,2023.2689022233185,6.0,13.0,0.3837819228032939,1.0669736892696185e-6,0.0
164.0,164.0,1.8851787634454353e10,137301.81220382472,4537.196501896755,2023.2689022233185,13.0,6.0,0.3837830073421313,1.0742439225031944e-6,0.0
165.0,165.0,1.9300972274254543e10,138927.93914204062,4590.932554883153,2151.57375943748,13.0,7.0,0.36899229767834185,1.3404204766450745e-6,0.0
166.0,166.0,1.944837874133973e10,139457.4441947784,4608.430273481739,2151.57375943748,7.0,13.0,0.24477812996916745,1.6955922401603738e-6,0.0
167.0,167.0,1.9727433725415237e10,140454.3830765535,4641.374540817993,2299.6178254538204,8.0,13.0,0.3615422965675588,1.1775686551875906e-6,0.0
168.0,168.0,1.9727434711787655e10,140454.38658791562,4641.374656852441,2299.6178254538204,13.0,8.0,0.36154257398733114,2.153193898617843e-6,0.0
169.0,169.0,2.0318744934931763e10,142543.8351347815,4710.42136851317,2467.4011002723396,13.0,9.0,0.33841243325282044,1.1916598990272354e-6,0.0
170.0,170.0,2.0401500118073383e10,142833.8199379733,4720.004039080489,2467.4011002723396,9.0,13.0,0.2649359129547662,1.3304212694145642e-6,0.0
171.0,171.0,2.0421723204139763e10,142904.5947621691,4722.342823103869,2654.923583893037,10.0,13.0,0.27148047378911644,1.3492216790534894e-6,0.0
172.0,172.0,2.0421725428954426e10,142904.60254643453,4722.343080338215,2654.923583893037,13.0,10.0,0.27147077093699135,2.152554147966424e-6,0.0
173.0,173.0,2.0801570563575466e10,144227.49586530117,4766.058650019364,2862.1852763159136,11.0,13.0,0.31247284203153164,1.2459292401668244e-6,0.0
174.0,174.0,2.091113280959153e10,144606.8214490296,4778.593624496014,2862.1852763159136,13.0,11.0,0.26583636403423083,1.4063678550402234e-6,0.0
175.0,175.0,2.0970169084394646e10,144810.8044463349,4785.334328984648,3089.186177540969,13.0,12.0,0.2591507118085013,1.3908380179295202e-6,0.0
176.0,176.0,2.0970169166834633e10,144810.8047309821,4785.334338390936,3089.186177540969,12.0,13.0,0.25915391353290484,2.2210230614052757e-6,0.0
177.0,177.0,2.166897776019206e10,147203.86462383403,4864.414015493513,3335.926287568203,13.0,13.0,0.4057079975015268,2.2196587582976395e-6,0.0
178.0,178.0,2.351173108231294e10,153335.35496522952,5067.0317091849465,3355.665496370382,14.0,12.0,0.24752823369939575,2.189505307635146e-6,0.0
179.0,179.0,2.4450308448001854e10,156365.94401595846,5167.178807165282,3355.665496370382,12.0,14.0,0.276626659006392,1.3553440898120908e-6,0.0
180.0,180.0,2.7800725212115543e10,166735.4947577616,5509.845000690144,3128.6645951453265,11.0,14.0,0.30462038608052006,8.973980678591473e-7,1.0
181.0,181.0,2.7800728334202583e10,166735.50412015608,5509.845310074433,3128.6645951453265,14.0,11.0,0.3046204654524062,9.86015395419288e-7,1.0
182.0,182.0,2.9891060295034885e10,172890.31290108443,5713.233571470546,3641.884024001973,12.0,15.0,0.20046620830467596,1.0704878563328517e-6,0.0
183.0,183.0,2.989106201081464e10,172890.31786313147,5713.23373544349,3641.884024001973,12.0,15.0,0.2004642013453753,9.379284856919242e-7,1.0
