mode_rank,eigen_index,vtk_w_field,omega_sq,omega,node_row,node_id,x,y,w_normalized
1,1,w1,1.0063156590427786e8,10031.528592606306,24,24,0.749999999999844,0.49999999999953393,0.7059608575938687
1,1,w1,1.0063156590427786e8,10031.528592606306,25,25,0.7500000000000953,0.7499999999995921,0.4234018680307892
2,2,w2,6.158675909990252e8,24816.67969328341,1,1,0.0,0.0,-4.0523340213115454e-10
2,2,w2,6.158675909990252e8,24816.67969328341,2,2,1.0,0.0,-4.104981342888111e-16
2,2,w2,6.158675909990252e8,24816.67969328341,3,3,1.0,1.0,4.0523434893258825e-10
2,2,w2,6.158675909990252e8,24816.67969328341,4,4,0.0,1.0,-9.358998763791171e-16
2,2,w2,6.158675909990252e8,24816.67969328341,5,5,0.24999999999941094,0.0,5.684386934088141e-10
2,2,w2,6.158675909990252e8,24816.67969328341,6,6,0.4999999999986921,0.0,9.090186247426719e-10
2,2,w2,6.158675909990252e8,24816.67969328341,7,7,0.7499999999993406,0.0,-2.508842822037589e-13
2,2,w2,6.158675909990252e8,24816.67969328341,8,8,1.0,0.24999999999941094,2.523175007829844e-13
2,2,w2,6.158675909990252e8,24816.67969328341,9,9,1.0,0.4999999999986921,-9.090195043706218e-10
2,2,w2,6.158675909990252e8,24816.67969328341,10,10,1.0,0.7499999999993406,-5.684413218661812e-10
2,2,w2,6.158675909990252e8,24816.67969328341,11,11,0.7500000000003471,1.0,-5.684417709621512e-10
2,2,w2,6.158675909990252e8,24816.67969328341,12,12,0.5000000000020595,1.0,-9.090204733254668e-10
2,2,w2,6.158675909990252e8,24816.67969328341,13,13,0.2500000000010405,1.0,2.531619973514737e-13
2,2,w2,6.158675909990252e8,24816.67969328341,14,14,0.0,0.7500000000003471,-2.493778396967793e-13
2,2,w2,6.158675909990252e8,24816.67969328341,15,15,0.0,0.5000000000020595,9.090173728659296e-10
2,2,w2,6.158675909990252e8,24816.67969328341,16,16,0.0,0.2500000000010405,5.684383678128505e-10
2,2,w2,6.158675909990252e8,24816.67969328341,17,17,0.24999999999981837,0.25000000000063316,0.9999973499524895
2,2,w2,6.158675909990252e8,24816.67969328341,18,18,0.2500000000002257,0.5000000000012177,0.8056992456289535
2,2,w2,6.158675909990252e8,24816.67969328341,19,19,0.25000000000063316,0.7500000000000954,9.92887968429626e-7
2,2,w2,6.158675909990252e8,24816.67969328341,20,20,0.49999999999953393,0.2500000000002257,0.8056990292647962
2,2,w2,6.158675909990252e8,24816.67969328341,21,21,0.5000000000003757,0.5000000000003757,2.9729098832919826e-7
2,2,w2,6.158675909990252e8,24816.67969328341,22,22,0.5000000000012177,0.749999999999844,-0.8056992072283157
2,2,w2,6.158675909990252e8,24816.67969328341,23,23,0.7499999999995922,0.24999999999981837,4.009036187129215e-7
2,2,w2,6.158675909990252e8,24816.67969328341,24,24,0.749999999999844,0.49999999999953393,-0.805699637785654
2,2,w2,6.158675909990252e8,24816.67969328341,25,25,0.7500000000000953,0.7499999999995921,-1.0
3,3,w3,7.669339797523023e8,27693.572896112597,1,1,0.0,0.0,7.744681687174615e-17
3,3,w3,7.669339797523023e8,27693.572896112597,2,2,1.0,0.0,-3.38766089383959e-10
3,3,w3,7.669339797523023e8,27693.572896112597,3,3,1.0,1.0,-4.93812269102704e-16
3,3,w3,7.669339797523023e8,27693.572896112597,4,4,0.0,1.0,3.3876611455817587e-10
3,3,w3,7.669339797523023e8,27693.572896112597,5,5,0.24999999999941094,0.0,-3.766936406392779e-11
3,3,w3,7.669339797523023e8,27693.572896112597,6,6,0.4999999999986921,0.0,2.939637030185806e-10
3,3,w3,7.669339797523023e8,27693.572896112597,7,7,0.7499999999993406,0.0,1.0124383229877218e-9
3,3,w3,7.669339797523023e8,27693.572896112597,8,8,1.0,0.24999999999941094,1.0124374697054161e-9
3,3,w3,7.669339797523023e8,27693.572896112597,9,9,1.0,0.4999999999986921,2.939641041237351e-10
3,3,w3,7.669339797523023e8,27693.572896112597,10,10,1.0,0.7499999999993406,-3.766893271914228e-11
3,3,w3,7.669339797523023e8,27693.572896112597,11,11,0.7500000000003471,1.0,3.766922735408853e-11
3,3,w3,7.669339797523023e8,27693.572896112597,12,12,0.5000000000020595,1.0,-2.939649965924805e-10
3,3,w3,7.669339797523023e8,27693.572896112597,13,13,0.2500000000010405,1.0,-1.0124385979309004e-9
3,3,w3,7.669339797523023e8,27693.572896112597,14,14,0.0,0.7500000000003471,-1.012439167072056e-9
3,3,w3,7.669339797523023e8,27693.572896112597,15,15,0.0,0.5000000000020595,-2.9396264031575336e-10
3,3,w3,7.669339797523023e8,27693.572896112597,16,16,0.0,0.2500000000010405,3.7669721401192405e-11
3,3,w3,7.669339797523023e8,27693.572896112597,17,17,0.24999999999981837,0.25000000000063316,3.182619793717928e-7
3,3,w3,7.669339797523023e8,27693.572896112597,18,18,0.2500000000002257,0.5000000000012177,-0.5472026038854162
3,3,w3,7.669339797523023e8,27693.572896112597,19,19,0.25000000000063316,0.7500000000000954,-1.0
3,3,w3,7.669339797523023e8,27693.572896112597,20,20,0.49999999999953393,0.2500000000002257,0.5472030732267903
3,3,w3,7.669339797523023e8,27693.572896112597,21,21,0.5000000000003757,0.5000000000003757,1.7080261370224891e-7
3,3,w3,7.669339797523023e8,27693.572896112597,22,22,0.5000000000012177,0.749999999999844,-0.5472032238856221
3,3,w3,7.669339797523023e8,27693.572896112597,23,23,0.7499999999995922,0.24999999999981837,0.9999991121640256
3,3,w3,7.669339797523023e8,27693.572896112597,24,24,0.749999999999844,0.49999999999953393,0.5472029174422771
3,3,w3,7.669339797523023e8,27693.572896112597,25,25,0.7500000000000953,0.7499999999995921,-1.7355450018194502e-11
4,4,w4,1.5008774518002295e9,38741.159659982164,1,1,0.0,0.0,5.022989550833499e-10
4,4,w4,1.5008774518002295e9,38741.159659982164,2,2,1.0,0.0,-2.4751742789796327e-10
4,4,w4,1.5008774518002295e9,38741.159659982164,3,3,1.0,1.0,5.022985084556895e-10
4,4,w4,1.5008774518002295e9,38741.159659982164,4,4,0.0,1.0,-2.475160871582779e-10
4,4,w4,1.5008774518002295e9,38741.159659982164,5,5,0.24999999999941094,0.0,-1.0921893144602058e-9
4,4,w4,1.5008774518002295e9,38741.159659982164,6,6,0.4999999999986921,0.0,-6.96510381043896e-10
4,4,w4,1.5008774518002295e9,38741.159659982164,7,7,0.7499999999993406,0.0,1.2133014749523368e-9
4,4,w4,1.5008774518002295e9,38741.159659982164,8,8,1.0,0.24999999999941094,1.2133020265054923e-9
4,4,w4,1.5008774518002295e9,38741.159659982164,9,9,1.0,0.4999999999986921,-6.965088777474754e-10
4,4,w4,1.5008774518002295e9,38741.159659982164,10,10,1.0,0.7499999999993406,-1.0921894451491852e-9
4,4,w4,1.5008774518002295e9,38741.159659982164,11,11,0.7500000000003471,1.0,-1.0921898632672765e-9
4,4,w4,1.5008774518002295e9,38741.159659982164,12,12,0.5000000000020595,1.0,-6.965081834481768e-10
4,4,w4,1.5008774518002295e9,38741.159659982164,13,13,0.2500000000010405,1.0,1.2133004049400234e-9
4,4,w4,1.5008774518002295e9,38741.159659982164,14,14,0.0,0.7500000000003471,1.2133006242614224e-9
4,4,w4,1.5008774518002295e9,38741.159659982164,15,15,0.0,0.5000000000020595,-6.96510667165906e-10
4,4,w4,1.5008774518002295e9,38741.159659982164,16,16,0.0,0.2500000000010405,-1.0921891968210126e-9
4,4,w4,1.5008774518002295e9,38741.159659982164,17,17,0.24999999999981837,0.25000000000063316,-1.0
4,4,w4,1.5008774518002295e9,38741.159659982164,18,18,0.2500000000002257,0.5000000000012177,-0.09804535780237467
4,4,w4,1.5008774518002295e9,38741.159659982164,19,19,0.25000000000063316,0.7500000000000954,0.8194798199326787
4,4,w4,1.5008774518002295e9,38741.159659982164,20,20,0.49999999999953393,0.2500000000002257,-0.09804508842724403
4,4,w4,1.5008774518002295e9,38741.159659982164,21,21,0.5000000000003757,0.5000000000003757,0.2756243986380947
4,4,w4,1.5008774518002295e9,38741.159659982164,22,22,0.5000000000012177,0.749999999999844,-0.09804390391633075
4,4,w4,1.5008774518002295e9,38741.159659982164,23,23,0.7499999999995922,0.24999999999981837,0.8194802929770256
4,4,w4,1.5008774518002295e9,38741.159659982164,24,24,0.749999999999844,0.49999999999953393,-0.09804364647045719
4,4,w4,1.5008774518002295e9,38741.159659982164,25,25,0.7500000000000953,0.7499999999995921,-0.9999993675406944
5,5,w5,3.195813783637609e9,56531.5291110864,1,1,0.0,0.0,4.534100942742132e-16
5,5,w5,3.195813783637609e9,56531.5291110864,2,2,1.0,0.0,3.7564301713052415e-16
5,5,w5,3.195813783637609e9,56531.5291110864,3,3,1.0,1.0,2.350439146015066e-16
5,5,w5,3.195813783637609e9,56531.5291110864,4,4,0.0,1.0,-3.566816247220135e-16
5,5,w5,3.195813783637609e9,56531.5291110864,5,5,0.24999999999941094,0.0,1.6136706834112812e-10
5,5,w5,3.195813783637609e9,56531.5291110864,6,6,0.4999999999986921,0.0,1.6067314674331947e-9
5,5,w5,3.195813783637609e9,56531.5291110864,7,7,0.7499999999993406,0.0,8.482669426318655e-10
5,5,w5,3.195813783637609e9,56531.5291110864,8,8,1.0,0.24999999999941094,-8.482676086741412e-10
5,5,w5,3.195813783637609e9,56531.5291110864,9,9,1.0,0.4999999999986921,-1.6067306147821358e-9
5,5,w5,3.195813783637609e9,56531.5291110864,10,10,1.0,0.7499999999993406,-1.6136819317159732e-10
5,5,w5,3.195813783637609e9,56531.5291110864,11,11,0.7500000000003471,1.0,1.6136767424478383e-10
5,5,w5,3.195813783637609e9,56531.5291110864,12,12,0.5000000000020595,1.0,1.6067309457082625e-9
5,5,w5,3.195813783637609e9,56531.5291110864,13,13,0.2500000000010405,1.0,8.4826658877874e-10
5,5,w5,3.195813783637609e9,56531.5291110864,14,14,0.0,0.7500000000003471,-8.482673739445467e-10
5,5,w5,3.195813783637609e9,56531.5291110864,15,15,0.0,0.5000000000020595,-1.6067308780052718e-9
5,5,w5,3.195813783637609e9,56531.5291110864,16,16,0.0,0.2500000000010405,-1.6136823882827628e-10
5,5,w5,3.195813783637609e9,56531.5291110864,17,17,0.24999999999981837,0.25000000000063316,-1.8920631137002772e-7
5,5,w5,3.195813783637609e9,56531.5291110864,18,18,0.2500000000002257,0.5000000000012177,-0.9999999241386092
5,5,w5,3.195813783637609e9,56531.5291110864,19,19,0.25000000000063316,0.7500000000000954,-1.4759350031610246e-7
5,5,w5,3.195813783637609e9,56531.5291110864,20,20,0.49999999999953393,0.2500000000002257,1.0
5,5,w5,3.195813783637609e9,56531.5291110864,21,21,0.5000000000003757,0.5000000000003757,1.9086219889183216e-7
5,5,w5,3.195813783637609e9,56531.5291110864,22,22,0.5000000000012177,0.749999999999844,0.9999997107915793
5,5,w5,3.195813783637609e9,56531.5291110864,23,23,0.7499999999995922,0.24999999999981837,-1.4510358496322538e-7
5,5,w5,3.195813783637609e9,56531.5291110864,24,24,0.749999999999844,0.49999999999953393,-0.999999708800768
5,5,w5,3.195813783637609e9,56531.5291110864,25,25,0.7500000000000953,0.7499999999995921,5.118591025393806e-12
6,6,w6,3.248391693866268e9,56994.663731495675,1,1,0.0,0.0,2.306971083388894e-10
6,6,w6,3.248391693866268e9,56994.663731495675,2,2,1.0,0.0,-1.579707777683704e-10
6,6,w6,3.248391693866268e9,56994.663731495675,3,3,1.0,1.0,2.3069802562167724e-10
6,6,w6,3.248391693866268e9,56994.663731495675,4,4,0.0,1.0,-1.5797066653231524e-10
6,6,w6,3.248391693866268e9,56994.663731495675,5,5,0.24999999999941094,0.0,-7.379738429639402e-10
6,6,w6,3.248391693866268e9,56994.663731495675,6,6,0.4999999999986921,0.0,-3.7200230522562875e-10
6,6,w6,3.248391693866268e9,56994.663731495675,7,7,0.7499999999993406,0.0,-9.74322993800497e-10
6,6,w6,3.248391693866268e9,56994.663731495675,8,8,1.0,0.24999999999941094,-9.743225539220413e-10
6,6,w6,3.248391693866268e9,56994.663731495675,9,9,1.0,0.4999999999986921,-3.720012430018312e-10
6,6,w6,3.248391693866268e9,56994.663731495675,10,10,1.0,0.7499999999993406,-7.379752294475961e-10
6,6,w6,3.248391693866268e9,56994.663731495675,11,11,0.7500000000003471,1.0,-7.379756043041477e-10
6,6,w6,3.248391693866268e9,56994.663731495675,12,12,0.5000000000020595,1.0,-3.720015970268528e-10
6,6,w6,3.248391693866268e9,56994.663731495675,13,13,0.2500000000010405,1.0,-9.743212463252208e-10
6,6,w6,3.248391693866268e9,56994.663731495675,14,14,0.0,0.7500000000003471,-9.743218269371101e-10
6,6,w6,3.248391693866268e9,56994.663731495675,15,15,0.0,0.5000000000020595,-3.720022707727136e-10
6,6,w6,3.248391693866268e9,56994.663731495675,16,16,0.0,0.2500000000010405,-7.379732058192663e-10
6,6,w6,3.248391693866268e9,56994.663731495675,17,17,0.24999999999981837,0.25000000000063316,-0.43771188582541937
6,6,w6,3.248391693866268e9,56994.663731495675,18,18,0.2500000000002257,0.5000000000012177,0.05007736384473853
6,6,w6,3.248391693866268e9,56994.663731495675,19,19,0.25000000000063316,0.7500000000000954,-0.6667991945578501
6,6,w6,3.248391693866268e9,56994.663731495675,20,20,0.49999999999953393,0.2500000000002257,0.050077075185025084
6,6,w6,3.248391693866268e9,56994.663731495675,21,21,0.5000000000003757,0.5000000000003757,1.0
6,6,w6,3.248391693866268e9,56994.663731495675,22,22,0.5000000000012177,0.749999999999844,0.050077881232356146
6,6,w6,3.248391693866268e9,56994.663731495675,23,23,0.7499999999995922,0.24999999999981837,-0.6667995647716026
6,6,w6,3.248391693866268e9,56994.663731495675,24,24,0.749999999999844,0.49999999999953393,0.0500780623804103
6,6,w6,3.248391693866268e9,56994.663731495675,25,25,0.7500000000000953,0.7499999999995921,-0.43771274791483644
7,7,w7,3.7930968225423636e9,61588.122414491285,1,1,0.0,0.0,6.417692894468297e-10
7,7,w7,3.7930968225423636e9,61588.122414491285,2,2,1.0,0.0,-5.475033879514326e-16
7,7,w7,3.7930968225423636e9,61588.122414491285,3,3,1.0,1.0,-6.417690605385335e-10
7,7,w7,3.7930968225423636e9,61588.122414491285,4,4,0.0,1.0,8.31762600749857e-16
7,7,w7,3.7930968225423636e9,61588.122414491285,5,5,0.24999999999941094,0.0,-2.0585656916323048e-9
7,7,w7,3.7930968225423636e9,61588.122414491285,6,6,0.4999999999986921,0.0,4.5246532185454485e-10
7,7,w7,3.7930968225423636e9,61588.122414491285,7,7,0.7499999999993406,0.0,8.860540591802383e-10
7,7,w7,3.7930968225423636e9,61588.122414491285,8,8,1.0,0.24999999999941094,-8.860547879177835e-10
7,7,w7,3.7930968225423636e9,61588.122414491285,9,9,1.0,0.4999999999986921,-4.524667149043559e-10
7,7,w7,3.7930968225423636e9,61588.122414491285,10,10,1.0,0.7499999999993406,2.0585649293666595e-9
7,7,w7,3.7930968225423636e9,61588.122414491285,11,11,0.7500000000003471,1.0,2.058565219492727e-9
7,7,w7,3.7930968225423636e9,61588.122414491285,12,12,0.5000000000020595,1.0,-4.5246739486789555e-10
7,7,w7,3.7930968225423636e9,61588.122414491285,13,13,0.2500000000010405,1.0,-8.860549946056119e-10
7,7,w7,3.7930968225423636e9,61588.122414491285,14,14,0.0,0.7500000000003471,8.860547714302624e-10
7,7,w7,3.7930968225423636e9,61588.122414491285,15,15,0.0,0.5000000000020595,4.52464997728347e-10
7,7,w7,3.7930968225423636e9,61588.122414491285,16,16,0.0,0.2500000000010405,-2.0585657312983064e-9
7,7,w7,3.7930968225423636e9,61588.122414491285,17,17,0.24999999999981837,0.25000000000063316,-1.0
7,7,w7,3.7930968225423636e9,61588.122414491285,18,18,0.2500000000002257,0.5000000000012177,0.6616868721386097
7,7,w7,3.7930968225423636e9,61588.122414491285,19,19,0.25000000000063316,0.7500000000000954,-1.0055373126235712e-7
7,7,w7,3.7930968225423636e9,61588.122414491285,20,20,0.49999999999953393,0.2500000000002257,0.6616868162655242
7,7,w7,3.7930968225423636e9,61588.122414491285,21,21,0.5000000000003757,0.5000000000003757,8.150076855606763e-7
7,7,w7,3.7930968225423636e9,61588.122414491285,22,22,0.5000000000012177,0.749999999999844,-0.661687163518322
7,7,w7,3.7930968225423636e9,61588.122414491285,23,23,0.7499999999995922,0.24999999999981837,-2.2883807033090744e-7
7,7,w7,3.7930968225423636e9,61588.122414491285,24,24,0.749999999999844,0.49999999999953393,-0.6616870386315159
7,7,w7,3.7930968225423636e9,61588.122414491285,25,25,0.7500000000000953,0.7499999999995921,0.9999991683172232
8,8,w8,4.397855940628297e9,66316.33238221408,1,1,0.0,0.0,-4.415112400711471e-16
8,8,w8,4.397855940628297e9,66316.33238221408,2,2,1.0,0.0,5.540211950206824e-10
8,8,w8,4.397855940628297e9,66316.33238221408,3,3,1.0,1.0,-4.614739048593522e-16
8,8,w8,4.397855940628297e9,66316.33238221408,4,4,0.0,1.0,-5.540211478671778e-10
8,8,w8,4.397855940628297e9,66316.33238221408,5,5,0.24999999999941094,0.0,-2.578302738787596e-10
8,8,w8,4.397855940628297e9,66316.33238221408,6,6,0.4999999999986921,0.0,-1.5403364657114179e-9
8,8,w8,4.397855940628297e9,66316.33238221408,7,7,0.7499999999993406,0.0,1.485810868119106e-9
8,8,w8,4.397855940628297e9,66316.33238221408,8,8,1.0,0.24999999999941094,1.4858107203571654e-9
8,8,w8,4.397855940628297e9,66316.33238221408,9,9,1.0,0.4999999999986921,-1.5403363505574717e-9
8,8,w8,4.397855940628297e9,66316.33238221408,10,10,1.0,0.7499999999993406,-2.5782984789314423e-10
8,8,w8,4.397855940628297e9,66316.33238221408,11,11,0.7500000000003471,1.0,2.578296321136045e-10
8,8,w8,4.397855940628297e9,66316.33238221408,12,12,0.5000000000020595,1.0,1.540336851617169e-9
8,8,w8,4.397855940628297e9,66316.33238221408,13,13,0.2500000000010405,1.0,-1.485810715507923e-9
8,8,w8,4.397855940628297e9,66316.33238221408,14,14,0.0,0.7500000000003471,-1.4858107733074883e-9
8,8,w8,4.397855940628297e9,66316.33238221408,15,15,0.0,0.5000000000020595,1.5403363539457032e-9
8,8,w8,4.397855940628297e9,66316.33238221408,16,16,0.0,0.2500000000010405,2.578300673525206e-10
8,8,w8,4.397855940628297e9,66316.33238221408,17,17,0.24999999999981837,0.25000000000063316,-9.397044677246401e-8
8,8,w8,4.397855940628297e9,66316.33238221408,18,18,0.2500000000002257,0.5000000000012177,0.8058476853245172
8,8,w8,4.397855940628297e9,66316.33238221408,19,19,0.25000000000063316,0.7500000000000954,-1.0
8,8,w8,4.397855940628297e9,66316.33238221408,20,20,0.49999999999953393,0.2500000000002257,-0.8058475476305972
8,8,w8,4.397855940628297e9,66316.33238221408,21,21,0.5000000000003757,0.5000000000003757,6.616289059982201e-8
8,8,w8,4.397855940628297e9,66316.33238221408,22,22,0.5000000000012177,0.749999999999844,0.8058477809167138
8,8,w8,4.397855940628297e9,66316.33238221408,23,23,0.7499999999995922,0.24999999999981837,0.9999998847251347
8,8,w8,4.397855940628297e9,66316.33238221408,24,24,0.749999999999844,0.49999999999953393,-0.8058477677711127
8,8,w8,4.397855940628297e9,66316.33238221408,25,25,0.7500000000000953,0.7499999999995921,1.0550809269075793e-11
9,9,w9,6.547592022463098e9,80917.19237877139,1,1,0.0,0.0,-4.1933003613151384e-10
9,9,w9,6.547592022463098e9,80917.19237877139,2,2,1.0,0.0,4.861332022922597e-10
9,9,w9,6.547592022463098e9,80917.19237877139,3,3,1.0,1.0,-4.1933010104138443e-10
9,9,w9,6.547592022463098e9,80917.19237877139,4,4,0.0,1.0,4.861327572810973e-10
9,9,w9,6.547592022463098e9,80917.19237877139,5,5,0.24999999999941094,0.0,1.5909256913075455e-9
9,9,w9,6.547592022463098e9,80917.19237877139,6,6,0.4999999999986921,0.0,-1.5710942708706154e-9
9,9,w9,6.547592022463098e9,80917.19237877139,7,7,0.7499999999993406,0.0,4.566802790772318e-10
9,9,w9,6.547592022463098e9,80917.19237877139,8,8,1.0,0.24999999999941094,4.566798387152613e-10
9,9,w9,6.547592022463098e9,80917.19237877139,9,9,1.0,0.4999999999986921,-1.5710941317426991e-9
9,9,w9,6.547592022463098e9,80917.19237877139,10,10,1.0,0.7499999999993406,1.5909251896783373e-9
9,9,w9,6.547592022463098e9,80917.19237877139,11,11,0.7500000000003471,1.0,1.5909250437321935e-9
9,9,w9,6.547592022463098e9,80917.19237877139,12,12,0.5000000000020595,1.0,-1.5710939412220268e-9
9,9,w9,6.547592022463098e9,80917.19237877139,13,13,0.2500000000010405,1.0,4.566800047971263e-10
9,9,w9,6.547592022463098e9,80917.19237877139,14,14,0.0,0.7500000000003471,4.5667985262437527e-10
9,9,w9,6.547592022463098e9,80917.19237877139,15,15,0.0,0.5000000000020595,-1.5710942183692692e-9
9,9,w9,6.547592022463098e9,80917.19237877139,16,16,0.0,0.2500000000010405,1.5909260501282616e-9
9,9,w9,6.547592022463098e9,80917.19237877139,17,17,0.24999999999981837,0.25000000000063316,0.5045299219118947
9,9,w9,6.547592022463098e9,80917.19237877139,18,18,0.2500000000002257,0.5000000000012177,-0.6740297340245514
9,9,w9,6.547592022463098e9,80917.19237877139,19,19,0.25000000000063316,0.7500000000000954,0.4058318734396807
9,9,w9,6.547592022463098e9,80917.19237877139,20,20,0.49999999999953393,0.2500000000002257,-0.6740297440362167
9,9,w9,6.547592022463098e9,80917.19237877139,21,21,0.5000000000003757,0.5000000000003757,1.0
9,9,w9,6.547592022463098e9,80917.19237877139,22,22,0.5000000000012177,0.749999999999844,-0.6740296080334962
9,9,w9,6.547592022463098e9,80917.19237877139,23,23,0.7499999999995922,0.24999999999981837,0.40583191655879686
9,9,w9,6.547592022463098e9,80917.19237877139,24,24,0.749999999999844,0.49999999999953393,-0.6740296426200483
9,9,w9,6.547592022463098e9,80917.19237877139,25,25,0.7500000000000953,0.7499999999995921,0.5045296637521792
10,10,w10,3.84615384305177e10,196116.1350590963,1,1,0.0,0.0,-0.3044261236226579
10,10,w10,3.84615384305177e10,196116.1350590963,2,2,1.0,0.0,0.387190723801789
10,10,w10,3.84615384305177e10,196116.1350590963,3,3,1.0,1.0,0.3044261636823597
10,10,w10,3.84615384305177e10,196116.1350590963,4,4,0.0,1.0,-0.38719074571492146
10,10,w10,3.84615384305177e10,196116.1350590963,5,5,0.24999999999941094,0.0,-0.007823635611214587
10,10,w10,3.84615384305177e10,196116.1350590963,6,6,0.4999999999986921,0.0,0.07759180149372552
10,10,w10,3.84615384305177e10,196116.1350590963,7,7,0.7499999999993406,0.0,0.19921677496712553
10,10,w10,3.84615384305177e10,196116.1350590963,8,8,1.0,0.24999999999941094,0.5993640827753007
10,10,w10,3.84615384305177e10,196116.1350590963,9,9,1.0,0.4999999999986921,0.6483908113432443
10,10,w10,3.84615384305177e10,196116.1350590963,10,10,1.0,0.7499999999993406,1.0
10,10,w10,3.84615384305177e10,196116.1350590963,11,11,0.7500000000003471,1.0,-0.37212102847115747
10,10,w10,3.84615384305177e10,196116.1350590963,12,12,0.5000000000020595,1.0,-0.07759179602253254
10,10,w10,3.84615384305177e10,196116.1350590963,13,13,0.2500000000010405,1.0,0.18072784313005402
10,10,w10,3.84615384305177e10,196116.1350590963,14,14,0.0,0.7500000000003471,-0.9793087667749077
10,10,w10,3.84615384305177e10,196116.1350590963,15,15,0.0,0.5000000000020595,-0.6483908117348045
10,10,w10,3.84615384305177e10,196116.1350590963,16,16,0.0,0.2500000000010405,-0.6200552373063075
10,10,w10,3.84615384305177e10,196116.1350590963,17,17,0.24999999999981837,0.25000000000063316,0.22421010580205217
10,10,w10,3.84615384305177e10,196116.1350590963,18,18,0.2500000000002257,0.5000000000012177,-0.12766982248970712
10,10,w10,3.84615384305177e10,196116.1350590963,19,19,0.25000000000063316,0.7500000000000954,0.3416206725447069
10,10,w10,3.84615384305177e10,196116.1350590963,20,20,0.49999999999953393,0.2500000000002257,-0.8823210515305101
10,10,w10,3.84615384305177e10,196116.1350590963,21,21,0.5000000000003757,0.5000000000003757,0.18494764711030778
10,10,w10,3.84615384305177e10,196116.1350590963,22,22,0.5000000000012177,0.749999999999844,0.1540513008267001
10,10,w10,3.84615384305177e10,196116.1350590963,23,23,0.7499999999995922,0.24999999999981837,0.10185279861256002
10,10,w10,3.84615384305177e10,196116.1350590963,24,24,0.749999999999844,0.49999999999953393,0.02227286889456417
10,10,w10,3.84615384305177e10,196116.1350590963,25,25,0.7500000000000953,0.7499999999995921,-0.0
11,11,w11,3.846153844109269e10,196116.13508605733,1,1,0.0,0.0,-0.14776684809008758
11,11,w11,3.846153844109269e10,196116.13508605733,2,2,1.0,0.0,0.08865276014066477
11,11,w11,3.846153844109269e10,196116.13508605733,3,3,1.0,1.0,0.14776684532074374
11,11,w11,3.846153844109269e10,196116.13508605733,4,4,0.0,1.0,-0.08865273484372119
11,11,w11,3.846153844109269e10,196116.13508605733,5,5,0.24999999999941094,0.0,0.6804523966041021
11,11,w11,3.846153844109269e10,196116.13508605733,6,6,0.4999999999986921,0.0,-0.05541945634340955
11,11,w11,3.846153844109269e10,196116.13508605733,7,7,0.7499999999993406,0.0,-0.8171537019730362
11,11,w11,3.846153844109269e10,196116.13508605733,8,8,1.0,0.24999999999941094,1.0
