mode_rank,matched_m,matched_n,Omega_exact,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct
121,13,1,1677.8327,41.698045,57.959002,0.342953
122,7,11,1677.8327,41.698045,16.804681,41.497274
123,11,7,1677.8327,41.698045,41.497274,16.804681
124,2,13,1707.4416,41.273401,1.357840,57.368759
125,13,2,1707.4416,41.273401,57.368759,1.357840
126,3,13,1756.7896,40.584559,3.004152,56.411290
127,13,3,1756.7896,40.584559,56.411290,3.004152
128,6,12,1776.5288,40.315417,11.936917,47.747666
129,12,6,1776.5288,40.315417,47.747666,11.936917
130,9,10,1786.3984,40.182181,26.769300,33.048519
131,10,9,1786.3984,40.182181,33.048519,26.769300
132,4,13,1825.8768,39.657926,5.218774,55.123300
133,13,4,1825.8768,39.657926,55.123300,5.218774
134,8,11,1825.8768,39.657926,20.875096,39.466978
135,11,8,1825.8768,39.657926,39.466978,20.875096
136,7,12,1904.8336,38.649414,15.576056,45.774531
137,12,7,1904.8336,38.649414,45.774531,15.576056
138,5,13,1914.7033,38.526945,7.921785,53.551270
139,13,5,1914.7033,38.526945,53.551270,7.921785
140,1,14,1944.3121,38.164151,0.313888,61.521962
141,14,1,1944.3121,38.164151,61.521962,0.313888
142,2,14,1973.9209,37.808126,1.243837,60.948037
143,14,2,1973.9209,37.808126,60.948037,1.243837
144,10,10,1973.9209,37.808126,31.095937,31.095937
145,9,11,1993.6601,37.574443,25.032030,37.393527
146,11,9,1993.6601,37.574443,37.393527,25.032030
147,3,14,2023.2689,37.229286,2.755787,60.014927
148,14,3,2023.2689,37.229286,60.014927,2.755787
149,6,13,2023.2689,37.229286,11.023150,51.747564
150,13,6,2023.2689,37.229286,51.747564,11.023150
151,8,12,2052.8777,36.890412,19.418335,43.691253
152,12,8,2052.8777,36.890412,43.691253,19.418335
153,4,14,2092.3561,36.448062,4.796373,58.755565
154,14,4,2092.3561,36.448062,58.755565,4.796373
155,7,13,2151.5738,35.804076,14.429359,49.766565
156,13,7,2151.5738,35.804076,49.766565,14.429359
157,5,14,2181.1826,35.490541,7.297450,57.212009
158,14,5,2181.1826,35.490541,57.212009,7.297450
159,10,11,2181.1826,35.490541,29.189800,35.319658
160,11,10,2181.1826,35.490541,35.319658,29.189800
161,9,12,2220.6610,35.080939,23.370862,41.548199
162,12,9,2220.6610,35.080939,41.548199,23.370862
163,1,15,2230.5306,34.980012,0.287699,64.732289
164,15,1,2230.5306,34.980012,64.732289,0.287699
165,2,15,2260.1394,34.680684,1.140949,64.178368
166,15,2,2260.1394,34.680684,64.178368,1.140949
167,6,14,2289.7482,34.386435,10.181415,55.432150
168,14,6,2289.7482,34.386435,55.432150,10.181415
169,8,13,2299.6178,34.289458,18.049247,47.661294
170,13,8,2299.6178,34.289458,47.661294,18.049247
171,3,15,2309.4874,34.193027,2.531037,63.275935
172,15,3,2309.4874,34.193027,63.275935,2.531037
173,4,15,2378.5747,33.532904,4.412753,62.054343
174,15,4,2378.5747,33.532904,62.054343,4.412753
175,11,11,2388.4443,33.440675,33.279662,33.279662
176,10,12,2408.1835,33.257732,27.353388,39.388879
177,12,10,2408.1835,33.257732,39.388879,27.353388
178,7,14,2418.0531,33.167009,13.366598,53.466393
179,14,7,2418.0531,33.167009,53.466393,13.366598
180,5,15,2467.4011,32.720719,6.727928,60.551353
181,15,5,2467.4011,32.720719,60.551353,6.727928
182,9,13,2467.4011,32.720719,21.798487,45.480794
183,13,9,2467.4011,32.720719,45.480794,21.798487
184,1,16,2536.4883,32.115717,0.264141,67.620142
185,16,1,2536.4883,32.115717,67.620142,0.264141
186,2,16,2566.0971,31.863225,1.048258,67.088517
187,16,2,2566.0971,31.863225,67.088517,1.048258
188,8,14,2566.0971,31.863225,16.772129,51.364646
189,14,8,2566.0971,31.863225,51.364646,16.772129
190,6,15,2575.9667,31.779941,9.409663,58.810396
191,15,6,2575.9667,31.779941,58.810396,9.409663
192,3,16,2615.4452,31.451114,2.328075,66.220811
193,16,3,2615.4452,31.451114,66.220811,2.328075
194,11,12,2615.4452,31.451114,31.299680,37.249206
195,12,11,2615.4452,31.451114,37.249206,31.299680
196,10,13,2654.9236,31.129022,25.602594,43.268384
197,13,10,2654.9236,31.129022,43.268384,25.602594
198,4,16,2684.5324,30.891749,4.065191,65.043060
199,16,4,2684.5324,30.891749,65.043060,4.065191
200,7,15,2704.2716,30.735567,12.386705,56.877728
201,15,7,2704.2716,30.735567,56.877728,12.386705
202,9,14,2733.8804,30.504232,20.321867,49.173901
203,14,9,2733.8804,30.504232,49.173901,20.321867
204,5,16,2773.3588,30.201148,6.209862,63.588989
205,16,5,2773.3588,30.201148,63.588989,6.209862
206,12,12,2842.4461,29.684997,35.157501,35.157501
207,8,15,2852.3157,29.612698,15.587499,54.799803
208,15,8,2852.3157,29.612698,54.799803,15.587499
209,1,17,2862.1853,29.540750,0.242963,70.216287
210,17,1,2862.1853,29.540750,70.216287,0.242963
211,11,13,2862.1853,29.540750,29.398515,41.060735
212,13,11,2862.1853,29.540750,41.060735,29.398515
213,6,16,2881.9245,29.397898,8.704369,61.897733
214,16,6,2881.9245,29.397898,61.897733,8.704369
215,2,17,2891.7941,29.326989,0.964819,69.708192
216,17,2,2891.7941,29.326989,69.708192,0.964819
217,10,14,2921.4029,29.116299,23.947196,46.936505
218,14,10,2921.4029,29.116299,46.936505,23.947196
219,3,17,2941.1421,28.977513,2.144974,68.877512
220,17,3,2941.1421,28.977513,68.877512,2.144974
221,4,17,3010.2293,28.502010,3.750714,67.747276
222,17,4,3010.2293,28.502010,67.747276,3.750714
223,7,16,3010.2293,28.502010,11.486562,60.011427
224,16,7,3010.2293,28.502010,60.011427,11.486562
225,9,15,3020.0989,28.435352,18.943583,52.621065
226,15,9,3020.0989,28.435352,52.621065,18.943583
227,12,13,3089.1862,27.977335,33.135028,38.887637
228,13,12,3089.1862,27.977335,38.887637,33.135028
229,5,17,3099.0558,27.913106,5.739402,66.347492
230,17,5,3099.0558,27.913106,66.347492,5.739402
231,11,14,3128.6646,27.722176,27.588696,44.689128
232,14,11,3128.6646,27.722176,44.689128,27.588696
233,8,16,3158.2734,27.533839,14.493232,57.972928
234,16,8,3158.2734,27.533839,57.972928,14.493232
235,1,18,3207.6214,27.225569,0.223921,72.550510
236,18,1,3207.6214,27.225569,72.550510,0.223921
237,6,17,3207.6214,27.225569,8.061168,64.713264
238,17,6,3207.6214,27.225569,64.713264,8.061168
239,10,15,3207.6214,27.225569,22.392133,50.382299
240,15,10,3207.6214,27.225569,50.382299,22.392133
241,2,18,3237.2302,27.043898,0.889709,72.066394
242,18,2,3237.2302,27.043898,72.066394,0.889709
243,3,18,3286.5783,26.746441,1.979826,71.273733
244,18,3,3286.5783,26.746441,71.273733,1.979826
245,9,16,3326.0567,26.513146,17.663012,55.823842
246,16,9,3326.0567,26.513146,55.823842,17.663012
247,7,17,3335.9263,26.455456,10.661783,62.882761
248,17,7,3335.9263,26.455456,62.882761,10.661783
249,13,13,3335.9263,26.455456,36.772272,36.772272
250,4,18,3355.6655,26.340828,3.466314,70.192858
251,18,4,3355.6655,26.340828,70.192858,3.466314
252,12,14,3355.6655,26.340828,31.196826,42.462346
253,14,12,3355.6655,26.340828,42.462346,31.196826
254,11,15,3414.8831,26.002825,25.877625,48.119550
255,15,11,3414.8831,26.002825,48.119550,25.877625
256,5,18,3444.4919,25.837056,5.312532,68.850412
257,18,5,3444.4919,25.837056,68.850412,5.312532
258,8,17,3483.9704,25.619291,13.485454,60.895255
259,17,8,3483.9704,25.619291,60.895255,13.485454
260,10,16,3513.5792,25.458361,20.938663,53.602976
261,16,10,3513.5792,25.458361,53.602976,20.938663
262,6,18,3553.0576,25.246906,7.475309,67.277784
263,18,6,3553.0576,25.246906,67.277784,7.475309
264,1,19,3572.7968,25.142491,0.206789,74.650720
265,19,1,3572.7968,25.142491,74.650720,0.206789
266,2,19,3602.4056,24.987477,0.822055,74.190468
267,19,2,3602.4056,24.987477,74.190468,0.822055
268,13,14,3602.4056,24.987477,34.731826,40.280697
269,14,13,3602.4056,24.987477,40.280697,34.731826
270,12,15,3641.8840,24.783741,29.352686,45.863573
271,15,12,3641.8840,24.783741,45.863573,29.352686
272,3,19,3651.7536,24.733325,1.830811,73.435864
273,19,3,3651.7536,24.733325,73.435864,1.830811
274,9,17,3651.7536,24.733325,16.477299,58.789376
275,17,9,3651.7536,24.733325,58.789376,16.477299
276,7,18,3681.3624,24.583301,9.907288,65.509412
277,18,7,3681.3624,24.583301,65.509412,9.907288
278,4,19,3720.8409,24.386076,3.209079,72.404845
279,19,4,3720.8409,24.386076,72.404845,3.209079
280,11,16,3720.8409,24.386076,24.268660,51.345264
281,16,11,3720.8409,24.386076,51.345264,24.268660
282,5,19,3809.6673,23.953687,4.925279,71.121034
283,19,5,3809.6673,23.953687,71.121034,4.925279
284,8,18,3829.4065,23.859674,12.559229,63.581097
285,18,8,3829.4065,23.859674,63.581097,12.559229
286,10,17,3839.2761,23.812944,19.585361,56.601695
287,17,10,3839.2761,23.812944,56.601695,19.585361
288,14,14,3868.8849,23.673846,38.163077,38.163077
289,13,15,3888.6241,23.582013,32.778274,43.639713
290,15,13,3888.6241,23.582013,43.639713,32.778274
291,6,19,3918.2329,23.445592,6.941961,69.612447
292,19,6,3918.2329,23.445592,69.612447,6.941961
293,12,16,3947.8418,23.310740,27.608134,49.081127
294,16,12,3947.8418,23.310740,49.081127,27.608134
295,1,20,3957.7114,23.266133,0.191356,76.542510
296,20,1,3957.7114,23.266133,76.542510,0.191356
297,2,20,3987.3202,23.133332,0.761056,76.105612
298,20,2,3987.3202,23.133332,76.105612,0.761056
299,9,18,3997.1898,23.089401,15.382120,61.528479
300,18,9,3997.1898,23.089401,61.528479,15.382120
301,3,20,4036.6682,22.915334,1.696240,75.388427
302,20,3,4036.6682,22.915334,75.388427,1.696240
303,7,19,4046.5378,22.872226,9.217710,67.910064
304,19,7,4046.5378,22.872226,67.910064,9.217710
305,11,17,4046.5378,22.872226,22.762099,54.365675
306,17,11,4046.5378,22.872226,54.365675,22.762099
307,4,20,4105.7554,22.616949,2.976271,74.406780
308,20,4,4105.7554,22.616949,74.406780,2.976271
309,14,15,4155.1035,22.408531,36.123344,41.468125
310,15,14,4155.1035,22.408531,41.468125,36.123344
311,10,18,4184.7123,22.285313,18.328936,59.385751
312,18,10,4184.7123,22.285313,59.385751,18.328936
313,5,20,4194.5819,22.244541,4.573851,73.181608
314,20,5,4194.5819,22.244541,73.181608,4.573851
315,8,19,4194.5819,22.244541,11.709057,66.046401
316,19,8,4194.5819,22.244541,66.046401,11.709057
317,13,16,4194.5819,22.244541,30.919229,46.836229
318,16,13,4194.5819,22.244541,46.836229,30.919229
319,12,17,4273.5387,21.923660,25.965342,52.110998
320,17,12,4273.5387,21.923660,52.110998,25.965342
321,6,20,4303.1475,21.805703,6.456410,71.737887
322,20,6,4303.1475,21.805703,71.737887,6.456410
323,9,19,4362.3651,21.573557,14.372267,64.054177
324,19,9,4362.3651,21.573557,64.054177,14.372267
