mode_rank,eigen_index,vtk_w_field,omega_sq,omega,node_row,node_id,x,y,w_normalized
3,3,w3,2.8533605845472753e8,16891.893276205825,2,2,1.0,0.0,3.3829894333413503e-11
3,3,w3,2.8533605845472753e8,16891.893276205825,3,3,1.0,1.0,-1.2667383024464465e-15
3,3,w3,2.8533605845472753e8,16891.893276205825,4,4,0.0,1.0,-3.3830308483894336e-11
3,3,w3,2.8533605845472753e8,16891.893276205825,5,5,0.24999999999941094,0.0,-2.0870628961411714e-11
3,3,w3,2.8533605845472753e8,16891.893276205825,6,6,0.4999999999986921,0.0,-2.765324367565865e-10
3,3,w3,2.8533605845472753e8,16891.893276205825,7,7,0.7499999999993406,0.0,-2.250204843490928e-10
3,3,w3,2.8533605845472753e8,16891.893276205825,8,8,1.0,0.24999999999941094,-2.2502028045689406e-10
3,3,w3,2.8533605845472753e8,16891.893276205825,9,9,1.0,0.4999999999986921,-2.76530187890456e-10
3,3,w3,2.8533605845472753e8,16891.893276205825,10,10,1.0,0.7499999999993406,-2.086914656413587e-11
3,3,w3,2.8533605845472753e8,16891.893276205825,11,11,0.7500000000003471,1.0,2.0871566972767335e-11
3,3,w3,2.8533605845472753e8,16891.893276205825,12,12,0.5000000000020595,1.0,2.7653211368987075e-10
3,3,w3,2.8533605845472753e8,16891.893276205825,13,13,0.2500000000010405,1.0,2.2502098734264338e-10
3,3,w3,2.8533605845472753e8,16891.893276205825,14,14,0.0,0.7500000000003471,2.250206057639582e-10
3,3,w3,2.8533605845472753e8,16891.893276205825,15,15,0.0,0.5000000000020595,2.765293835715873e-10
3,3,w3,2.8533605845472753e8,16891.893276205825,16,16,0.0,0.2500000000010405,2.086979247355563e-11
3,3,w3,2.8533605845472753e8,16891.893276205825,17,17,0.24999999999981837,0.25000000000063316,-3.4535010365438837e-6
3,3,w3,2.8533605845472753e8,16891.893276205825,18,18,0.2500000000002257,0.5000000000012177,0.663965098810656
3,3,w3,2.8533605845472753e8,16891.893276205825,19,19,0.25000000000063316,0.7500000000000954,0.9999993313836173
3,3,w3,2.8533605845472753e8,16891.893276205825,20,20,0.49999999999953393,0.2500000000002257,-0.6639695759654924
3,3,w3,2.8533605845472753e8,16891.893276205825,21,21,0.5000000000003757,0.5000000000003757,5.082316590555765e-7
3,3,w3,2.8533605845472753e8,16891.893276205825,22,22,0.5000000000012177,0.749999999999844,0.6639706645312105
3,3,w3,2.8533605845472753e8,16891.893276205825,23,23,0.7499999999995922,0.24999999999981837,-1.0
3,3,w3,2.8533605845472753e8,16891.893276205825,24,24,0.749999999999844,0.49999999999953393,-0.6639639569904797
3,3,w3,2.8533605845472753e8,16891.893276205825,25,25,0.7500000000000953,0.7499999999995921,4.741612244053141e-6
4,4,w4,5.874425050992708e8,24237.213228819663,1,1,0.0,0.0,-1.9367624301514382e-11
4,4,w4,5.874425050992708e8,24237.213228819663,2,2,1.0,0.0,1.9367968339528874e-11
4,4,w4,5.874425050992708e8,24237.213228819663,3,3,1.0,1.0,-1.9368295778864923e-11
4,4,w4,5.874425050992708e8,24237.213228819663,4,4,0.0,1.0,1.9367341009685186e-11
4,4,w4,5.874425050992708e8,24237.213228819663,5,5,0.24999999999941094,0.0,3.8223487086682026e-10
4,4,w4,5.874425050992708e8,24237.213228819663,6,6,0.4999999999986921,0.0,-4.515998388172894e-16
4,4,w4,5.874425050992708e8,24237.213228819663,7,7,0.7499999999993406,0.0,-3.8223430086093316e-10
4,4,w4,5.874425050992708e8,24237.213228819663,8,8,1.0,0.24999999999941094,-3.822349716011248e-10
4,4,w4,5.874425050992708e8,24237.213228819663,9,9,1.0,0.4999999999986921,5.028496626918831e-16
4,4,w4,5.874425050992708e8,24237.213228819663,10,10,1.0,0.7499999999993406,3.822351969278397e-10
4,4,w4,5.874425050992708e8,24237.213228819663,11,11,0.7500000000003471,1.0,3.822354137413992e-10
4,4,w4,5.874425050992708e8,24237.213228819663,12,12,0.5000000000020595,1.0,3.602178310788358e-16
4,4,w4,5.874425050992708e8,24237.213228819663,13,13,0.2500000000010405,1.0,-3.82235376140982e-10
4,4,w4,5.874425050992708e8,24237.213228819663,14,14,0.0,0.7500000000003471,-3.82235602751941e-10
4,4,w4,5.874425050992708e8,24237.213228819663,15,15,0.0,0.5000000000020595,-6.853581940185656e-16
4,4,w4,5.874425050992708e8,24237.213228819663,16,16,0.0,0.2500000000010405,3.822345822676531e-10
4,4,w4,5.874425050992708e8,24237.213228819663,17,17,0.24999999999981837,0.25000000000063316,0.9999986345723707
4,4,w4,5.874425050992708e8,24237.213228819663,18,18,0.2500000000002257,0.5000000000012177,-8.792222841174701e-7
4,4,w4,5.874425050992708e8,24237.213228819663,19,19,0.25000000000063316,0.7500000000000954,-0.9999994020005644
4,4,w4,5.874425050992708e8,24237.213228819663,20,20,0.49999999999953393,0.2500000000002257,3.915714842583735e-7
4,4,w4,5.874425050992708e8,24237.213228819663,21,21,0.5000000000003757,0.5000000000003757,2.192866266196916e-7
4,4,w4,5.874425050992708e8,24237.213228819663,22,22,0.5000000000012177,0.749999999999844,6.680276882777304e-7
4,4,w4,5.874425050992708e8,24237.213228819663,23,23,0.7499999999995922,0.24999999999981837,-0.9999989111388049
4,4,w4,5.874425050992708e8,24237.213228819663,24,24,0.749999999999844,0.49999999999953393,8.447435404483552e-7
4,4,w4,5.874425050992708e8,24237.213228819663,25,25,0.7500000000000953,0.7499999999995921,1.0
5,5,w5,1.6762708238376565e9,40942.28649987268,1,1,0.0,0.0,9.328903704562307e-10
5,5,w5,1.6762708238376565e9,40942.28649987268,2,2,1.0,0.0,9.328892170683337e-10
5,5,w5,1.6762708238376565e9,40942.28649987268,3,3,1.0,1.0,9.328875787643541e-10
5,5,w5,1.6762708238376565e9,40942.28649987268,4,4,0.0,1.0,9.328887771511865e-10
5,5,w5,1.6762708238376565e9,40942.28649987268,5,5,0.24999999999941094,0.0,-5.657952616980682e-10
5,5,w5,1.6762708238376565e9,40942.28649987268,6,6,0.4999999999986921,0.0,9.945982117859803e-10
5,5,w5,1.6762708238376565e9,40942.28649987268,7,7,0.7499999999993406,0.0,-5.657983913587863e-10
5,5,w5,1.6762708238376565e9,40942.28649987268,8,8,1.0,0.24999999999941094,-5.657935039649533e-10
5,5,w5,1.6762708238376565e9,40942.28649987268,9,9,1.0,0.4999999999986921,9.945974810796306e-10
5,5,w5,1.6762708238376565e9,40942.28649987268,10,10,1.0,0.7499999999993406,-5.657944697698088e-10
5,5,w5,1.6762708238376565e9,40942.28649987268,11,11,0.7500000000003471,1.0,-5.657962534085194e-10
5,5,w5,1.6762708238376565e9,40942.28649987268,12,12,0.5000000000020595,1.0,9.945967009823874e-10
5,5,w5,1.6762708238376565e9,40942.28649987268,13,13,0.2500000000010405,1.0,-5.657936854516594e-10
5,5,w5,1.6762708238376565e9,40942.28649987268,14,14,0.0,0.7500000000003471,-5.657958901435994e-10
5,5,w5,1.6762708238376565e9,40942.28649987268,15,15,0.0,0.5000000000020595,9.945993141627021e-10
5,5,w5,1.6762708238376565e9,40942.28649987268,16,16,0.0,0.2500000000010405,-5.657945498372278e-10
5,5,w5,1.6762708238376565e9,40942.28649987268,17,17,0.24999999999981837,0.25000000000063316,0.9639031365604865
5,5,w5,1.6762708238376565e9,40942.28649987268,18,18,0.2500000000002257,0.5000000000012177,-0.9999986912205797
5,5,w5,1.6762708238376565e9,40942.28649987268,19,19,0.25000000000063316,0.7500000000000954,0.9639013023069557
5,5,w5,1.6762708238376565e9,40942.28649987268,20,20,0.49999999999953393,0.2500000000002257,-1.0
5,5,w5,1.6762708238376565e9,40942.28649987268,21,21,0.5000000000003757,0.5000000000003757,0.9040699771644725
5,5,w5,1.6762708238376565e9,40942.28649987268,22,22,0.5000000000012177,0.749999999999844,-0.9999970159468646
5,5,w5,1.6762708238376565e9,40942.28649987268,23,23,0.7499999999995922,0.24999999999981837,0.9638999603458042
5,5,w5,1.6762708238376565e9,40942.28649987268,24,24,0.749999999999844,0.49999999999953393,-0.9999943374195911
5,5,w5,1.6762708238376565e9,40942.28649987268,25,25,0.7500000000000953,0.7499999999995921,0.963898353021029
6,6,w6,1.8652309511093805e9,43188.31961432837,1,1,0.0,0.0,7.836457959225831e-16
6,6,w6,1.8652309511093805e9,43188.31961432837,2,2,1.0,0.0,4.512936172991766e-10
6,6,w6,1.8652309511093805e9,43188.31961432837,3,3,1.0,1.0,3.023777812734334e-16
6,6,w6,1.8652309511093805e9,43188.31961432837,4,4,0.0,1.0,-4.5129280851594736e-10
6,6,w6,1.8652309511093805e9,43188.31961432837,5,5,0.24999999999941094,0.0,-6.590653222037507e-10
6,6,w6,1.8652309511093805e9,43188.31961432837,6,6,0.4999999999986921,0.0,1.9482939564357165e-10
6,6,w6,1.8652309511093805e9,43188.31961432837,7,7,0.7499999999993406,0.0,2.344912011055063e-10
6,6,w6,1.8652309511093805e9,43188.31961432837,8,8,1.0,0.24999999999941094,2.3449064831174503e-10
6,6,w6,1.8652309511093805e9,43188.31961432837,9,9,1.0,0.4999999999986921,1.9482825914889644e-10
6,6,w6,1.8652309511093805e9,43188.31961432837,10,10,1.0,0.7499999999993406,-6.590662426063324e-10
6,6,w6,1.8652309511093805e9,43188.31961432837,11,11,0.7500000000003471,1.0,6.590656378511016e-10
6,6,w6,1.8652309511093805e9,43188.31961432837,12,12,0.5000000000020595,1.0,-1.9482777615514522e-10
6,6,w6,1.8652309511093805e9,43188.31961432837,13,13,0.2500000000010405,1.0,-2.3449134840354747e-10
6,6,w6,1.8652309511093805e9,43188.31961432837,14,14,0.0,0.7500000000003471,-2.3449239939792e-10
6,6,w6,1.8652309511093805e9,43188.31961432837,15,15,0.0,0.5000000000020595,-1.9482865627776103e-10
6,6,w6,1.8652309511093805e9,43188.31961432837,16,16,0.0,0.2500000000010405,6.590648420417393e-10
6,6,w6,1.8652309511093805e9,43188.31961432837,17,17,0.24999999999981837,0.25000000000063316,8.294898991569738e-7
6,6,w6,1.8652309511093805e9,43188.31961432837,18,18,0.2500000000002257,0.5000000000012177,0.7294828211046657
6,6,w6,1.8652309511093805e9,43188.31961432837,19,19,0.25000000000063316,0.7500000000000954,-0.9999995532946684
6,6,w6,1.8652309511093805e9,43188.31961432837,20,20,0.49999999999953393,0.2500000000002257,-0.7294841901548325
6,6,w6,1.8652309511093805e9,43188.31961432837,21,21,0.5000000000003757,0.5000000000003757,8.016913946332404e-7
6,6,w6,1.8652309511093805e9,43188.31961432837,22,22,0.5000000000012177,0.749999999999844,0.7294844201507907
6,6,w6,1.8652309511093805e9,43188.31961432837,23,23,0.7499999999995922,0.24999999999981837,1.0
6,6,w6,1.8652309511093805e9,43188.31961432837,24,24,0.749999999999844,0.49999999999953393,-0.7294848950041005
6,6,w6,1.8652309511093805e9,43188.31961432837,25,25,0.7500000000000953,0.7499999999995921,-0.0
7,7,w7,1.865231173469696e9,43188.3221886391,1,1,0.0,0.0,-4.512911978272997e-10
7,7,w7,1.865231173469696e9,43188.3221886391,2,2,1.0,0.0,1.5823193378166051e-15
7,7,w7,1.865231173469696e9,43188.3221886391,3,3,1.0,1.0,4.5129380897375585e-10
7,7,w7,1.865231173469696e9,43188.3221886391,4,4,0.0,1.0,1.4112592854305545e-15
7,7,w7,1.865231173469696e9,43188.3221886391,5,5,0.24999999999941094,0.0,-2.344917511421114e-10
7,7,w7,1.865231173469696e9,43188.3221886391,6,6,0.4999999999986921,0.0,-1.9482663321144355e-10
7,7,w7,1.865231173469696e9,43188.3221886391,7,7,0.7499999999993406,0.0,6.590636299940046e-10
7,7,w7,1.865231173469696e9,43188.3221886391,8,8,1.0,0.24999999999941094,-6.590645812874206e-10
7,7,w7,1.865231173469696e9,43188.3221886391,9,9,1.0,0.4999999999986921,1.948304590383632e-10
7,7,w7,1.865231173469696e9,43188.3221886391,10,10,1.0,0.7499999999993406,2.3449021278334074e-10
7,7,w7,1.865231173469696e9,43188.3221886391,11,11,0.7500000000003471,1.0,2.34490322814065e-10
7,7,w7,1.865231173469696e9,43188.3221886391,12,12,0.5000000000020595,1.0,1.9482940343196438e-10
7,7,w7,1.865231173469696e9,43188.3221886391,13,13,0.2500000000010405,1.0,-6.590660104274497e-10
7,7,w7,1.865231173469696e9,43188.3221886391,14,14,0.0,0.7500000000003471,6.590642473961645e-10
7,7,w7,1.865231173469696e9,43188.3221886391,15,15,0.0,0.5000000000020595,-1.9482561123803479e-10
7,7,w7,1.865231173469696e9,43188.3221886391,16,16,0.0,0.2500000000010405,-2.3449038167850246e-10
7,7,w7,1.865231173469696e9,43188.3221886391,17,17,0.24999999999981837,0.25000000000063316,-0.9999961111815122
7,7,w7,1.865231173469696e9,43188.3221886391,18,18,0.2500000000002257,0.5000000000012177,0.7294823748871855
7,7,w7,1.865231173469696e9,43188.3221886391,19,19,0.25000000000063316,0.7500000000000954,1.5717780706640192e-6
7,7,w7,1.865231173469696e9,43188.3221886391,20,20,0.49999999999953393,0.2500000000002257,0.7294802467705742
7,7,w7,1.865231173469696e9,43188.3221886391,21,21,0.5000000000003757,0.5000000000003757,4.910563593346921e-7
7,7,w7,1.865231173469696e9,43188.3221886391,22,22,0.5000000000012177,0.749999999999844,-0.7294848961645728
7,7,w7,1.865231173469696e9,43188.3221886391,23,23,0.7499999999995922,0.24999999999981837,2.2294495690557084e-6
7,7,w7,1.865231173469696e9,43188.3221886391,24,24,0.749999999999844,0.49999999999953393,-0.7294838888671118
7,7,w7,1.865231173469696e9,43188.3221886391,25,25,0.7500000000000953,0.7499999999995921,1.0
8,8,w8,1.9230654782016153e9,43852.770473501616,1,1,0.0,0.0,2.8009544036035096e-16
8,8,w8,1.9230654782016153e9,43852.770473501616,2,2,1.0,0.0,1.0712273427828214e-15
8,8,w8,1.9230654782016153e9,43852.770473501616,3,3,1.0,1.0,1.4651698487150625e-15
8,8,w8,1.9230654782016153e9,43852.770473501616,4,4,0.0,1.0,2.0972377893197528e-15
8,8,w8,1.9230654782016153e9,43852.770473501616,5,5,0.24999999999941094,0.0,5.285271825617355e-10
8,8,w8,1.9230654782016153e9,43852.770473501616,6,6,0.4999999999986921,0.0,6.258977108662707e-10
8,8,w8,1.9230654782016153e9,43852.770473501616,7,7,0.7499999999993406,0.0,5.285285598449464e-10
8,8,w8,1.9230654782016153e9,43852.770473501616,8,8,1.0,0.24999999999941094,-5.285336926802847e-10
8,8,w8,1.9230654782016153e9,43852.770473501616,9,9,1.0,0.4999999999986921,-6.259007226924739e-10
8,8,w8,1.9230654782016153e9,43852.770473501616,10,10,1.0,0.7499999999993406,-5.285329795629224e-10
8,8,w8,1.9230654782016153e9,43852.770473501616,11,11,0.7500000000003471,1.0,5.285272402323785e-10
8,8,w8,1.9230654782016153e9,43852.770473501616,12,12,0.5000000000020595,1.0,6.25898223628432e-10
8,8,w8,1.9230654782016153e9,43852.770473501616,13,13,0.2500000000010405,1.0,5.285275386866321e-10
8,8,w8,1.9230654782016153e9,43852.770473501616,14,14,0.0,0.7500000000003471,-5.285327346357566e-10
8,8,w8,1.9230654782016153e9,43852.770473501616,15,15,0.0,0.5000000000020595,-6.259006929022961e-10
8,8,w8,1.9230654782016153e9,43852.770473501616,16,16,0.0,0.2500000000010405,-5.28534291910125e-10
8,8,w8,1.9230654782016153e9,43852.770473501616,17,17,0.24999999999981837,0.25000000000063316,-2.291811893487297e-6
8,8,w8,1.9230654782016153e9,43852.770473501616,18,18,0.2500000000002257,0.5000000000012177,-0.9999997304021159
8,8,w8,1.9230654782016153e9,43852.770473501616,19,19,0.25000000000063316,0.7500000000000954,1.2085037183973022e-7
8,8,w8,1.9230654782016153e9,43852.770473501616,20,20,0.49999999999953393,0.2500000000002257,0.9999958593618397
8,8,w8,1.9230654782016153e9,43852.770473501616,21,21,0.5000000000003757,0.5000000000003757,9.169889701573068e-6
8,8,w8,1.9230654782016153e9,43852.770473501616,22,22,0.5000000000012177,0.749999999999844,0.9999933764824919
8,8,w8,1.9230654782016153e9,43852.770473501616,23,23,0.7499999999995922,0.24999999999981837,-1.4328913242421063e-6
8,8,w8,1.9230654782016153e9,43852.770473501616,24,24,0.749999999999844,0.49999999999953393,-1.0
8,8,w8,1.9230654782016153e9,43852.770473501616,25,25,0.7500000000000953,0.7499999999995921,0.0
9,9,w9,1.979287060481754e9,44489.17913922164,1,1,0.0,0.0,7.196970937107915e-11
9,9,w9,1.979287060481754e9,44489.17913922164,2,2,1.0,0.0,7.196997119454836e-11
9,9,w9,1.979287060481754e9,44489.17913922164,3,3,1.0,1.0,7.197005139241509e-11
9,9,w9,1.979287060481754e9,44489.17913922164,4,4,0.0,1.0,7.196981936217407e-11
9,9,w9,1.979287060481754e9,44489.17913922164,5,5,0.24999999999941094,0.0,-2.9749937239114536e-10
9,9,w9,1.979287060481754e9,44489.17913922164,6,6,0.4999999999986921,0.0,-2.8432237602071993e-10
9,9,w9,1.979287060481754e9,44489.17913922164,7,7,0.7499999999993406,0.0,-2.9749920332332835e-10
9,9,w9,1.979287060481754e9,44489.17913922164,8,8,1.0,0.24999999999941094,-2.974970019315372e-10
9,9,w9,1.979287060481754e9,44489.17913922164,9,9,1.0,0.4999999999986921,-2.8431909443483914e-10
9,9,w9,1.979287060481754e9,44489.17913922164,10,10,1.0,0.7499999999993406,-2.974969997178051e-10
9,9,w9,1.979287060481754e9,44489.17913922164,11,11,0.7500000000003471,1.0,-2.9749924923542034e-10
9,9,w9,1.979287060481754e9,44489.17913922164,12,12,0.5000000000020595,1.0,-2.8432195800040373e-10
9,9,w9,1.979287060481754e9,44489.17913922164,13,13,0.2500000000010405,1.0,-2.9749996081246707e-10
9,9,w9,1.979287060481754e9,44489.17913922164,14,14,0.0,0.7500000000003471,-2.9749662637351616e-10
9,9,w9,1.979287060481754e9,44489.17913922164,15,15,0.0,0.5000000000020595,-2.8431954848798784e-10
9,9,w9,1.979287060481754e9,44489.17913922164,16,16,0.0,0.2500000000010405,-2.97496717125882e-10
9,9,w9,1.979287060481754e9,44489.17913922164,17,17,0.24999999999981837,0.25000000000063316,-0.21558506315808756
9,9,w9,1.979287060481754e9,44489.17913922164,18,18,0.2500000000002257,0.5000000000012177,-0.1975718460450954
9,9,w9,1.979287060481754e9,44489.17913922164,19,19,0.25000000000063316,0.7500000000000954,-0.21558449635786447
9,9,w9,1.979287060481754e9,44489.17913922164,20,20,0.49999999999953393,0.2500000000002257,-0.19757647593639183
9,9,w9,1.979287060481754e9,44489.17913922164,21,21,0.5000000000003757,0.5000000000003757,1.0
9,9,w9,1.979287060481754e9,44489.17913922164,22,22,0.5000000000012177,0.749999999999844,-0.197577344140726
9,9,w9,1.979287060481754e9,44489.17913922164,23,23,0.7499999999995922,0.24999999999981837,-0.2155847918894093
9,9,w9,1.979287060481754e9,44489.17913922164,24,24,0.749999999999844,0.49999999999953393,-0.19757222695586393
9,9,w9,1.979287060481754e9,44489.17913922164,25,25,0.7500000000000953,0.7499999999995921,-0.2155842266510441
10,10,w10,7.084226876576565e9,84167.8494234976,1,1,0.0,0.0,-3.834665815079538e-16
10,10,w10,7.084226876576565e9,84167.8494234976,2,2,1.0,0.0,-4.616565218624845e-16
10,10,w10,7.084226876576565e9,84167.8494234976,3,3,1.0,1.0,5.589690152156526e-16
10,10,w10,7.084226876576565e9,84167.8494234976,4,4,0.0,1.0,-1.417793506712571e-15
10,10,w10,7.084226876576565e9,84167.8494234976,5,5,0.24999999999941094,0.0,-9.096620545906833e-9
10,10,w10,7.084226876576565e9,84167.8494234976,6,6,0.4999999999986921,0.0,1.8179471151183617e-8
10,10,w10,7.084226876576565e9,84167.8494234976,7,7,0.7499999999993406,0.0,-9.096623253911716e-9
10,10,w10,7.084226876576565e9,84167.8494234976,8,8,1.0,0.24999999999941094,9.096619647980229e-9
10,10,w10,7.084226876576565e9,84167.8494234976,9,9,1.0,0.4999999999986921,-1.817947112705425e-8
10,10,w10,7.084226876576565e9,84167.8494234976,10,10,1.0,0.7499999999993406,9.096622062788892e-9
10,10,w10,7.084226876576565e9,84167.8494234976,11,11,0.7500000000003471,1.0,-9.096619408797236e-9
10,10,w10,7.084226876576565e9,84167.8494234976,12,12,0.5000000000020595,1.0,1.8179469755315903e-8
10,10,w10,7.084226876576565e9,84167.8494234976,13,13,0.2500000000010405,1.0,-9.096622842323613e-9
10,10,w10,7.084226876576565e9,84167.8494234976,14,14,0.0,0.7500000000003471,9.096620394480136e-9
10,10,w10,7.084226876576565e9,84167.8494234976,15,15,0.0,0.5000000000020595,-1.817947207141892e-8
10,10,w10,7.084226876576565e9,84167.8494234976,16,16,0.0,0.2500000000010405,9.096622511337287e-9
10,10,w10,7.084226876576565e9,84167.8494234976,17,17,0.24999999999981837,0.25000000000063316,-7.217873122559322e-7
10,10,w10,7.084226876576565e9,84167.8494234976,18,18,0.2500000000002257,0.5000000000012177,-0.9999996490821024
10,10,w10,7.084226876576565e9,84167.8494234976,19,19,0.25000000000063316,0.7500000000000954,-3.3647552514974926e-7
10,10,w10,7.084226876576565e9,84167.8494234976,20,20,0.49999999999953393,0.2500000000002257,0.9999996169500786
10,10,w10,7.084226876576565e9,84167.8494234976,21,21,0.5000000000003757,0.5000000000003757,1.21329002670748e-6
10,10,w10,7.084226876576565e9,84167.8494234976,22,22,0.5000000000012177,0.749999999999844,0.9999991587997452
10,10,w10,7.084226876576565e9,84167.8494234976,23,23,0.7499999999995922,0.24999999999981837,-2.1574636500447062e-7
10,10,w10,7.084226876576565e9,84167.8494234976,24,24,0.749999999999844,0.49999999999953393,-1.0
10,10,w10,7.084226876576565e9,84167.8494234976,25,25,0.7500000000000953,0.7499999999995921,0.0
11,11,w11,7.147827337363513e9,84544.82442683002,1,1,0.0,0.0,2.4111933536595726e-8
11,11,w11,7.147827337363513e9,84544.82442683002,2,2,1.0,0.0,-7.457617311978285e-15
11,11,w11,7.147827337363513e9,84544.82442683002,3,3,1.0,1.0,-2.41119319518644e-8
11,11,w11,7.147827337363513e9,84544.82442683002,4,4,0.0,1.0,9.929249399313323e-15
11,11,w11,7.147827337363513e9,84544.82442683002,5,5,0.24999999999941094,0.0,-1.7102070497089572e-8
11,11,w11,7.147827337363513e9,84544.82442683002,6,6,0.4999999999986921,0.0,1.5686712564849494e-8
